TreeID,Species,Height_m,DBH_cm_hlayer_0.5,DBH_cm_hlayer_0.1,DBH_cm_hlayer_0.05,Stem_coverage,Point Count,dbh (cm),Biomass_stem,Biomass_branch,id,voxel_size,0-1.3m Total,1.3-8m Total,8-14m Total,14+m Total,0-1.3m Stem,1.3-8m Stem,8-14m Stem,14+m Stem,0-1.3m Foliage,1.3-8m Foliage,8-14m Foliage,14+m Foliage
1438,Pine,21.342,28.4278491545196,29.0312252328402,29.1931264276273,0.262346546715397,12827,28.4278491545196,1998.939995151522,845.5291348209566,1438,0.4,139.66098014628676,479.82997996330084,142.47135420102973,2082.5068156618518,103.28531524389618,413.14126097558477,0.0,0.0,36.37566490239059,66.68871898771606,142.47135420102973,2082.5068156618518
1439,Pine,21.547,,,,0.380377778809116,8673,,,,1439,0.4,,,,,,,,0.0,,,,
1441,Spruce,18.246,41.8536500350669,46.1946671570979,48.1622538409898,0.449303957031678,50333,41.8536500350669,1933.6659756904132,2387.835621185498,1441,0.4,395.82276413648765,2409.034732409369,1121.9097099502974,394.7343903797655,123.26806601712596,698.5190407637134,41.08935533904199,0.0,272.5546981193617,1710.5156916456556,1080.8203546112554,394.7343903797655
1443,Unknown,14.993,43.8017008629358,45.9427826695719,50.5674033466427,1.09791235910092,12387,43.8017008629358,0.0,0.0,1443,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,Pine,21.076,,,,0.492598215980263,12736,,,,1444,0.4,,,,,,,,0.0,,,,
1446,Pine,22.834,18.1550219433191,18.7207654973575,18.9281665619982,0.376587544889202,110787,18.1550219433191,1820.7626441125942,610.9748639504451,1446,0.4,88.62919017807243,646.3202923251292,972.940569302857,723.8474562569918,75.62594246088102,559.6319742105198,45.375565476528614,0.0,13.00324771719141,86.68831811460942,927.5650038263284,723.8474562569918
1447,Spruce,22.699,52.1982947987532,54.9468304375382,56.1989609050956,0.731265694523989,323785,52.1982947987532,2674.7996599132675,2163.159474239732,1447,0.4,210.03184723755518,1363.177605423265,1382.4242719509775,1882.3254095412383,94.27351442842708,754.1881154274171,740.7204705090703,363.62641279536155,115.7583328091281,608.989489995848,641.7038014419071,1518.6989967458767
1449,Spruce,14.65,21.1573701015501,21.0365227807689,20.9462758254248,0.709897610921501,280703,20.9462758254248,1196.5360852954886,2038.9538873025056,1449,0.4,87.84533778792758,2003.6322341142372,1137.542545071439,6.469855624409705,59.80929674881885,657.9022642370074,119.61859349763769,0.0,28.03604103910873,1345.72996987723,1017.9239515738013,6.469855624409705
1450,Pine,23.404,32.4619041540852,33.2459995568504,,0.606392069731671,9647,32.4619041540852,2327.01260631463,799.9736834204685,1450,0.4,203.88117552887567,763.8766512203744,527.2261443174402,1632.0023186684252,172.798399475395,740.5645691802639,444.3387415081584,49.37097127868428,31.08277605348066,23.312082040110496,82.88740280928182,1582.631347389741
1451,Pine,23.544,30.33854865765,,,0.49265205572545,127391,30.33854865765,2298.6525065977376,773.0354406200323,1451,0.4,265.7701551013875,556.5041957098966,626.5908097819556,1622.8227866245036,257.12892620562326,534.0370005809095,336.24551888427646,0.0,8.641228895764268,22.467195128987097,290.34529089767915,1622.8227866245036
1452,Spruce,19.937,17.4037718136941,17.0049025729285,16.8295470242023,0.360987109394593,180041,16.8295470242023,1547.9764644854392,1418.508965982394,1452,0.4,100.24901805887076,1653.9157082231782,897.3216448116847,314.9990593741184,47.465391893477985,506.2975135304315,0.0,0.0,52.783626165392775,1147.6181946927466,897.3216448116847,314.9990593741184
1453,Spruce,19.838,21.1792814639129,14.8129066354755,14.7591583471713,0.383052727089425,557956,14.7591583471713,1429.3148193967515,1286.4217484119442,1453,0.4,235.48625938011332,1648.2359307931358,407.68704504136633,424.32733259407496,132.07875815970812,410.911692052425,0.0,0.0,103.40750122040521,1237.3242387407108,407.68704504136633,424.32733259407496
1454,Pine,21.3,33.4069256975103,33.6051489557888,33.1764537155524,0.553943661971832,65235,33.1764537155524,2087.5449048447517,902.8573381776108,1454,0.4,63.555941032350546,714.7424868428783,1188.0639698372029,1024.0398453099485,51.86598846031934,622.3918615238317,466.79389614287385,0.0,11.689952572031205,92.35062531904659,721.2700736943291,1024.0398453099485
1457,Pine,20.286,21.053575177638,19.9612810466401,22.3679869078426,0.432268559597752,192554,19.9612810466401,1648.3587524127126,747.5253919935014,1457,0.4,133.22202634954138,1129.0815533061866,537.0643500650447,596.5162146854419,45.181982615846195,587.3657740060007,75.30330435974366,0.0,88.04004373369519,541.7157793001859,461.76104570530094,596.5162146854419
1459,Pine,20.333,29.1984145928571,29.7870364880547,29.8515728615202,0.472089706388628,146862,29.1984145928571,1902.4762074078114,906.3975399469389,1459,0.4,232.40993226552447,1142.2290545423793,553.0216295791257,881.2131309677305,86.83166458368717,694.6533166694968,111.64071160759781,0.0,145.5782676818373,447.57573787288266,441.3809179715279,881.2131309677305
1460,Spruce,19.132,16.6552447976706,,,0.930744302738867,14280,16.6552447976706,1462.2918717412197,1450.983668734374,1460,0.4,479.2434726806986,1116.023507432853,224.47907246489973,1093.5294878971422,75.58235358990318,403.10588581281706,100.77647145320424,781.0176537623325,403.6611190907954,712.9176216200359,123.70260101169548,312.51183413480976
1461,Pine,16.946,86.25397631881,84.6172538068252,84.3995957357829,1.06166646996341,7353,84.3995957357829,1896.823083107306,1501.2302947717192,1461,0.4,755.0908409778413,2206.2437265881354,295.73126903364425,140.9875412794075,462.7941618670403,1197.8201836558687,217.78548793743064,136.11592996089416,292.296679110801,1008.4235429322669,77.94578109621361,4.871611318513351
1462,Unknown,18.711,24.0672535889662,,,1.00742878520656,29663,24.0672535889662,0.0,0.0,1462,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,Spruce,20.285,28.6071945716467,21.8733334064287,18.4300325280558,0.325264974118806,137576,18.4300325280558,1657.1796562462946,1492.6999619322405,1463,0.4,245.38474670926027,1755.2796181146937,818.5448266818095,330.6704266727822,59.26969781692954,474.1575825354361,0.0,0.0,186.11504889233072,1281.1220355792575,818.5448266818095,330.6704266727822
